,templates
319,"['filter', 'pregnancies', 'greater', 'than', 'and', 'label', '[e]']"
320,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'less', 'than', 'and', 'label', '[e]']"
321,"['filter', 'glucose', 'greater', 'than', 'and', 'label', '[e]']"
322,"['filter', 'bloodpressure', 'less', 'equal', 'than', 'and', 'label', '[e]']"
323,"['filter', 'diabetespedigreefunction', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
324,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'label', '[e]']"
325,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'glucose', 'less', 'than', 'and', 'label', '[e]']"
326,"['filter', 'pregnancies', 'less', 'equal', 'than', 'and', 'label', '[e]']"
327,"['filter', 'age', 'not', 'equal', 'to', 'and', 'label', '[e]']"
328,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'label', '[e]']"
329,"['filter', 'glucose', 'not', 'equal', 'to', 'and', 'label', '[e]']"
330,"['filter', 'bmi', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
331,"['filter', 'glucose', 'greater', 'than', 'and', 'label', '[e]']"
332,"['filter', 'bmi', 'greater', 'than', 'and', 'label', '[e]']"
333,"['filter', 'insulin', 'less', 'equal', 'than', 'and', 'label', '[e]']"
334,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'label', '[e]']"
335,"['filter', 'skinthickness', 'greater', 'than', 'and', 'label', '[e]']"
336,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
337,"['filter', 'bmi', 'greater', 'than', 'and', 'label', '[e]']"
338,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'label', '[e]']"
339,"['filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
340,"['filter', 'glucose', 'equal', 'to', 'and', 'label', '[e]']"
341,"['filter', 'age', 'greater', 'than', 'and', 'label', '[e]']"
342,"['filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
343,"['filter', 'insulin', 'not', 'equal', 'to', 'and', 'label', '[e]']"
344,"['filter', 'pregnancies', 'less', 'equal', 'than', 'and', 'label', '[e]']"
345,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'less', 'than', 'and', 'label', '[e]']"
346,"['filter', 'bmi', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
347,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'label', '[e]']"
348,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
349,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'label', '[e]']"
350,"['filter', 'glucose', 'greater', 'than', 'and', 'label', '[e]']"
351,"['filter', 'bmi', 'greater', 'than', 'and', 'label', '[e]']"
352,"['filter', 'pregnancies', 'not', 'equal', 'to', 'and', 'label', '[e]']"
353,"['filter', 'pregnancies', 'greater', 'than', 'and', 'label', '[e]']"
354,"['filter', 'skinthickness', 'not', 'equal', 'to', 'and', 'label', '[e]']"
355,"['labelfilter', 'and', 'predictionfilter', 'and', 'label', '[e]']"
356,"['filter', 'bmi', 'equal', 'to', 'and', 'label', '[e]']"
357,"['filter', 'bmi', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
358,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'label', '[e]']"
359,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
360,"['filter', 'insulin', 'greater', 'than', 'and', 'label', '[e]']"
361,"['filter', 'glucose', 'less', 'equal', 'than', 'and', 'label', '[e]']"
362,"['filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
363,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'label', '[e]']"
364,"['filter', 'age', 'less', 'equal', 'than', 'and', 'label', '[e]']"
365,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
366,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'label', '[e]']"
367,"['filter', 'skinthickness', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
368,"['filter', 'pregnancies', 'greater', 'than', 'and', 'label', '[e]']"
369,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'label', '[e]']"
370,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'label', '[e]']"
371,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
372,"['filter', 'pregnancies', 'less', 'equal', 'than', 'and', 'label', '[e]']"
373,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'label', '[e]']"
374,"['filter', 'bloodpressure', 'not', 'equal', 'to', 'and', 'label', '[e]']"
375,"['filter', 'age', 'greater', 'than', 'and', 'label', '[e]']"
376,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
377,"['filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
378,"['filter', 'skinthickness', 'less', 'equal', 'than', 'and', 'label', '[e]']"
379,"['filter', 'skinthickness', 'less', 'equal', 'than', 'and', 'label', '[e]']"
380,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'label', '[e]']"
381,"['filter', 'bmi', 'not', 'equal', 'to', 'and', 'label', '[e]']"
382,"['filter', 'glucose', 'greater', 'than', 'and', 'label', '[e]']"
383,"['filter', 'age', 'less', 'than', 'and', 'label', '[e]']"
384,"['filter', 'pregnancies', 'not', 'equal', 'to', 'and', 'label', '[e]']"
385,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'pregnancies', 'less', 'than', 'and', 'label', '[e]']"
386,"['filter', 'skinthickness', 'greater', 'than', 'and', 'label', '[e]']"
387,"['filter', 'insulin', 'less', 'equal', 'than', 'and', 'label', '[e]']"
388,"['filter', 'age', 'greater', 'than', 'and', 'label', '[e]']"
389,"['filter', 'glucose', 'less', 'equal', 'than', 'and', 'label', '[e]']"
390,"['filter', 'pregnancies', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
391,"['filter', 'bmi', 'less', 'than', 'and', 'label', '[e]']"
392,"['filter', 'bloodpressure', 'less', 'than', 'and', 'label', '[e]']"
393,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'pregnancies', 'less', 'than', 'and', 'label', '[e]']"
394,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'less', 'than', 'and', 'label', '[e]']"
395,"['labelfilter', 'and', 'predictionfilter', 'and', 'label', '[e]']"
396,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'label', '[e]']"
397,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'label', '[e]']"
398,"['filter', 'bmi', 'greater', 'than', 'and', 'label', '[e]']"
399,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
400,"['filter', 'age', 'not', 'equal', 'to', 'and', 'label', '[e]']"
401,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'skinthickness', 'less', 'than', 'and', 'label', '[e]']"
402,"['filter', 'skinthickness', 'greater', 'than', 'and', 'label', '[e]']"
403,"['filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
404,"['filter', 'diabetespedigreefunction', 'not', 'equal', 'to', 'and', 'label', '[e]']"
405,"['filter', 'age', 'not', 'equal', 'to', 'and', 'label', '[e]']"
406,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'pregnancies', 'less', 'than', 'and', 'label', '[e]']"
407,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
408,"['filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
409,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'label', '[e]']"
410,"['filter', 'pregnancies', 'less', 'equal', 'than', 'and', 'label', '[e]']"
411,"['filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
412,"['filter', 'glucose', 'greater', 'than', 'and', 'label', '[e]']"
413,"['filter', 'glucose', 'less', 'than', 'and', 'label', '[e]']"
414,"['filter', 'pregnancies', 'less', 'than', 'and', 'label', '[e]']"
415,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'label', '[e]']"
416,"['filter', 'bmi', 'greater', 'than', 'and', 'label', '[e]']"
417,"['filter', 'glucose', 'less', 'than', 'and', 'label', '[e]']"
418,"['filter', 'pregnancies', 'less', 'equal', 'than', 'and', 'label', '[e]']"
419,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'label', '[e]']"
420,"['filter', 'bmi', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
421,"['filter', 'age', 'greater', 'than', 'and', 'label', '[e]']"
422,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'less', 'than', 'and', 'label', '[e]']"
423,"['filter', 'diabetespedigreefunction', 'less', 'equal', 'than', 'and', 'label', '[e]']"
424,"['filter', 'insulin', 'greater', 'than', 'and', 'label', '[e]']"
425,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'label', '[e]']"
426,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'glucose', 'less', 'than', 'and', 'label', '[e]']"
427,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'label', '[e]']"
428,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'pregnancies', 'less', 'than', 'and', 'label', '[e]']"
429,"['filter', 'glucose', 'not', 'equal', 'to', 'and', 'label', '[e]']"
430,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
431,"['filter', 'bloodpressure', 'less', 'than', 'and', 'label', '[e]']"
432,"['filter', 'age', 'greater', 'than', 'and', 'label', '[e]']"
433,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
434,"['filter', 'age', 'less', 'equal', 'than', 'and', 'label', '[e]']"
435,"['predictionfilter', 'and', 'label', '[e]']"
436,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
437,"['filter', 'insulin', 'less', 'equal', 'than', 'and', 'label', '[e]']"
438,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'label', '[e]']"
439,"['filter', 'glucose', 'less', 'equal', 'than', 'and', 'label', '[e]']"
440,"['filter', 'pregnancies', 'greater', 'than', 'and', 'label', '[e]']"
441,"['filter', 'bmi', 'less', 'equal', 'than', 'and', 'label', '[e]']"
442,"['predictionfilter', 'and', 'label', '[e]']"
443,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'label', '[e]']"
444,"['filter', 'bmi', 'less', 'than', 'and', 'label', '[e]']"
445,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
446,"['filter', 'age', 'greater', 'than', 'and', 'label', '[e]']"
447,"['filter', 'bmi', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
448,"['filter', 'diabetespedigreefunction', 'less', 'equal', 'than', 'and', 'label', '[e]']"
449,"['filter', 'insulin', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
450,"['filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
451,"['filter', 'pregnancies', 'equal', 'to', 'and', 'label', '[e]']"
452,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'pregnancies', 'less', 'than', 'and', 'label', '[e]']"
453,"['filter', 'pregnancies', 'equal', 'to', 'and', 'label', '[e]']"
454,"['filter', 'skinthickness', 'less', 'than', 'and', 'label', '[e]']"
455,"['filter', 'age', 'greater', 'than', 'and', 'label', '[e]']"
456,"['filter', 'insulin', 'less', 'equal', 'than', 'and', 'label', '[e]']"
457,"['filter', 'pregnancies', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
458,"['filter', 'bmi', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
459,"['labelfilter', 'and', 'predictionfilter', 'and', 'label', '[e]']"
460,"['filter', 'skinthickness', 'less', 'equal', 'than', 'and', 'label', '[e]']"
461,"['filter', 'pregnancies', 'greater', 'than', 'and', 'label', '[e]']"
462,"['predictionfilter', 'and', 'labelfilter', 'and', 'label', '[e]']"
463,"['filter', 'skinthickness', 'not', 'equal', 'to', 'and', 'label', '[e]']"
464,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
465,"['filter', 'glucose', 'less', 'equal', 'than', 'and', 'label', '[e]']"
466,"['filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
467,"['filter', 'skinthickness', 'greater', 'than', 'and', 'label', '[e]']"
468,"['filter', 'skinthickness', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
469,"['filter', 'skinthickness', 'less', 'equal', 'than', 'and', 'label', '[e]']"
470,"['filter', 'insulin', 'greater', 'than', 'and', 'label', '[e]']"
471,"['filter', 'glucose', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
472,"['filter', 'insulin', 'greater', 'than', 'and', 'label', '[e]']"
473,"['filter', 'pregnancies', 'greater', 'than', 'and', 'label', '[e]']"
474,"['filter', 'diabetespedigreefunction', 'not', 'equal', 'to', 'and', 'label', '[e]']"
475,"['filter', 'pregnancies', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
476,"['filter', 'skinthickness', 'greater', 'than', 'and', 'label', '[e]']"
477,"['filter', 'bloodpressure', 'less', 'equal', 'than', 'and', 'label', '[e]']"
478,"['filter', 'bloodpressure', 'less', 'than', 'and', 'label', '[e]']"
479,"['filter', 'pregnancies', 'less', 'equal', 'than', 'and', 'label', '[e]']"
480,"['filter', 'insulin', 'greater', 'than', 'and', 'label', '[e]']"
481,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
482,"['filter', 'pregnancies', 'greater', 'than', 'and', 'label', '[e]']"
483,"['filter', 'diabetespedigreefunction', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
484,"['filter', 'skinthickness', 'equal', 'to', 'and', 'label', '[e]']"
485,"['filter', 'glucose', 'less', 'than', 'and', 'label', '[e]']"
486,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'less', 'than', 'and', 'label', '[e]']"
487,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'glucose', 'less', 'than', 'and', 'label', '[e]']"
488,"['filter', 'id', 'and', 'label', '[e]']"
489,"['filter', 'insulin', 'greater', 'than', 'and', 'label', '[e]']"
490,"['filter', 'diabetespedigreefunction', 'not', 'equal', 'to', 'and', 'label', '[e]']"
491,"['filter', 'age', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
492,"['predictionfilter', 'and', 'labelfilter', 'likely', 'to', 'have', 'diabetes', 'and', 'label', '[e]']"
493,"['filter', 'bmi', 'greater', 'than', 'and', 'label', '[e]']"
494,"['filter', 'diabetespedigreefunction', 'less', 'equal', 'than', 'and', 'label', '[e]']"
495,"['filter', 'glucose', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
496,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'label', '[e]']"
497,"['filter', 'pregnancies', 'greater', 'than', 'and', 'label', '[e]']"
498,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'label', '[e]']"
499,"['filter', 'insulin', 'greater', 'than', 'and', 'label', '[e]']"
500,"['filter', 'insulin', 'equal', 'to', 'and', 'label', '[e]']"
501,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'label', '[e]']"
502,"['filter', 'bmi', 'not', 'equal', 'to', 'and', 'label', '[e]']"
503,"['filter', 'age', 'greater', 'than', 'and', 'label', '[e]']"
504,"['predictionfilter', 'and', 'labelfilter', 'and', 'label', '[e]']"
505,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
506,"['filter', 'glucose', 'greater', 'than', 'and', 'label', '[e]']"
507,"['filter', 'skinthickness', 'greater', 'than', 'and', 'label', '[e]']"
508,"['filter', 'skinthickness', 'greater', 'than', 'and', 'label', '[e]']"
509,"['filter', 'bmi', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
510,"['filter', 'diabetespedigreefunction', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
511,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
512,"['filter', 'bloodpressure', 'less', 'equal', 'than', 'and', 'label', '[e]']"
513,"['filter', 'bloodpressure', 'equal', 'to', 'and', 'label', '[e]']"
514,"['filter', 'age', 'greater', 'than', 'and', 'label', '[e]']"
515,"['filter', 'skinthickness', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
516,"['filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
517,"['filter', 'bmi', 'less', 'than', 'and', 'label', '[e]']"
518,"['filter', 'skinthickness', 'less', 'than', 'and', 'label', '[e]']"
519,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'label', '[e]']"
520,"['predictionfilter', 'and', 'labelfilter', 'and', 'label', '[e]']"
521,"['filter', 'insulin', 'not', 'equal', 'to', 'and', 'label', '[e]']"
522,"['filter', 'glucose', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
523,"['filter', 'skinthickness', 'greater', 'than', 'and', 'label', '[e]']"
524,"['filter', 'diabetespedigreefunction', 'not', 'equal', 'to', 'and', 'label', '[e]']"
525,"['predictionfilter', 'and', 'label', '[e]']"
526,"['filter', 'age', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
527,"['filter', 'insulin', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
528,"['filter', 'bloodpressure', 'not', 'equal', 'to', 'and', 'label', '[e]']"
529,"['filter', 'diabetespedigreefunction', 'less', 'equal', 'than', 'and', 'label', '[e]']"
530,"['filter', 'pregnancies', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
531,"['filter', 'bmi', 'greater', 'equal', 'than', 'and', 'label', '[e]']"
532,"['filter', 'glucose', 'greater', 'than', 'and', 'label', '[e]']"
533,"['filter', 'insulin', 'greater', 'than', 'and', 'label', '[e]']"
534,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'label', '[e]']"
535,"['filter', 'glucose', 'equal', 'to', 'and', 'label', '[e]']"
536,"['filter', 'age', 'greater', 'than', 'and', 'label', '[e]']"
537,"['filter', 'bmi', 'greater', 'than', 'and', 'label', '[e]']"
538,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'label', '[e]']"
539,"['filter', 'bmi', 'greater', 'than', 'and', 'label', '[e]']"
540,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'label', '[e]']"
